Country,Number_of_Bags,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag Weight,Colors,quality_score,Variety,Processing Method
brazil,1,2012,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,bluish-green,0,894,1183,1038.5,2,bluish-green,82,Mundo Novo,Natural / Dry
mexico,15,2012,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,0,green,1,940,940,940,1,green,82,Typica,Washed / Wet
brazil,50,2012,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,0,green,1,1000,1000,1000,60,green,82,Mundo Novo,Natural / Dry
brazil,75,2012,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,0,bluish-green,1,1050,1050,1050,60,bluish-green,82,Catuai,Semi-washed / Semi-pulped
guatemala,250,2012,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,0,green,3,others,others,others,1,green,82,Bourbon,Natural / Dry
brazil,53,2012,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,green,2,950,950,950,60,green,82,Mundo Novo,Semi-washed / Semi-pulped
guatemala,250,2012,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,0,green,10,1402.08,1402.08,1402.08,2,green,82,Bourbon,Washed / Wet
colombia,150,others,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,0,others,2,1600,1950,1775,70,bluish-green,82,Caturra,Other
guatemala,25,2017,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,0,green,1,1901,1901,1901,69,green,81.92,Bourbon,Washed / Wet
guatemala,50,2017,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,2,green,0,1219.2,1219.2,1219.2,69,green,81.92,Bourbon,Washed / Wet
honduras,274,2017,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,0,green,1,1400,1400,1400,67,green,81.92,Caturra,Washed / Wet
brazil,305,2016,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,0,green,4,1020,1020,1020,59,green,81.92,Catuai,Natural / Dry
el salvador,275,2014,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,0,green,2,1250,1250,1250,69,green,81.92,Bourbon,Washed / Wet
guatemala,275,2015,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,0,green,7,1300,1800,1550,69,green,81.92,Catuai,Washed / Wet
"tanzania, united republic of",114,2014,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0,green,4,1877,1877,1877,60,green,81.92,Other,Washed / Wet
nicaragua,275,2013,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,green,4,others,others,others,5,green,81.92,,Washed / Wet
zambia,13,2014,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,others,3,1000,1500,1250,2,bluish-green,81.92,SL28,Washed / Wet
honduras,1,2012,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,green,0,others,others,others,2,green,81.92,,Washed / Wet
taiwan,35,2012,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,green,0,1000,1000,1000,30,green,81.92,Typica,Other
mexico,450,2013,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,green,6,1300,1300,1300,1,green,81.92,Bourbon,Washed / Wet
mexico,10,2012,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,others,7,981,981,981,1,bluish-green,81.92,Typica,Semi-washed / Semi-pulped
mexico,10,2012,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,others,8,690,690,690,1,bluish-green,81.92,Mundo Novo,Washed / Wet
mexico,30,2012,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,green,4,1650,1650,1650,1,green,81.92,Other,Washed / Wet
mexico,62,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,green,0,1000,1000,1000,1,green,81.92,Bourbon,Washed / Wet
brazil,8,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,green,3,1100,1100,1100,60,green,81.92,Mundo Novo,Natural / Dry
colombia,250,2018,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0,others,1,1600,1600,1600,70,bluish-green,81.92,,Other
guatemala,25,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,green,1,157.8864,157.8864,157.8864,69,green,81.83,Bourbon,Washed / Wet
costa rica,15,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,green,4,1900,1900,1900,46,green,81.83,Catuai,Pulped natural / honey
brazil,200,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,green,3,973,973,973,59,green,81.83,Mundo Novo,Natural / Dry
indonesia,166,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1,green,0,1250,1250,1250,30,green,81.83,Other,Other
guatemala,130,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,green,6,3280,3280,3280,69,green,81.83,Bourbon,Washed / Wet
brazil,320,2015,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,green,1,1,1,1,2,green,81.83,Yellow Bourbon,Natural / Dry
brazil,300,2015,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,green,0,1,1,1,2,green,81.83,Yellow Bourbon,Natural / Dry
myanmar,1,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,green,2,4001,4001,4001,2,green,81.83,Catuai,Washed / Wet
mexico,250,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,green,7,1350,1500,1425,2,green,81.83,Catuai,Washed / Wet
honduras,275,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,green,1,1400,1400,1400,1,green,81.83,Catuai,Washed / Wet
costa rica,275,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,green,0,1200,1400,1300,18975,green,81.83,Caturra,Washed / Wet
taiwan,8,2014,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,green,0,700,700,700,5,green,81.83,Typica,Washed / Wet
indonesia,300,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0,others,6,1300,1300,1300,10,bluish-green,81.83,Typica,Other
malawi,24,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,green,0,1556,1556,1556,60,green,81.83,Gesha,Washed / Wet
brazil,320,2014,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,green,0,1100,1100,1100,2,green,81.83,Bourbon,Natural / Dry
honduras,275,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,green,4,1350,1350,1350,1,green,81.83,Caturra,Natural / Dry
mexico,280,2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,green,0,1550,1550,1550,2,green,81.83,Typica,Washed / Wet
colombia,50,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,bluish-green,0,1600,1950,1775,70,bluish-green,81.83,Caturra,Washed / Wet
united states (hawaii),19,2012,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,bluish-green,1,others,others,others,100,bluish-green,81.83,Hawaiian Kona,Natural / Dry
brazil,300,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,bluish-green,0,1250,1250,1250,60,bluish-green,81.83,Bourbon,Semi-washed / Semi-pulped
guatemala,250,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,green,1,1310.64,1310.64,1310.64,69,green,81.83,Bourbon,Washed / Wet
mexico,302,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,green,2,1500,1500,1500,1,green,81.83,Bourbon,Washed / Wet
mexico,15,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,green,10,1250,1250,1250,1,green,81.83,Typica,Semi-washed / Semi-pulped
brazil,58,2011,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,others,2,900,950,925,60,bluish-green,81.83,Mundo Novo,Other
colombia,250,2011,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,others,0,1600,1800,1700,70,bluish-green,81.83,,Other
united states (hawaii),30,others,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0,others,12,others,others,others,0,bluish-green,81.83,,Other
guatemala,50,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,green,1,1700,1700,1700,69,green,81.75,Bourbon,Washed / Wet
vietnam,1,2014,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,bluish-green,0,1040,1040,1040,2,bluish-green,81.75,Caturra,Washed / Wet
"tanzania, united republic of",1,2014,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,bluish-green,4,1500,1700,1600,60,bluish-green,81.75,Other,Washed / Wet
brazil,1,2013,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,bluish-green,1,others,others,others,5,bluish-green,81.75,,Natural / Dry
mexico,10,2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,others,9,774,774,774,1,bluish-green,81.75,Bourbon,Washed / Wet
mexico,100,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,green,23,1250,1250,1250,1,green,81.75,Mundo Novo,Washed / Wet
mexico,42,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,green,1,1100,1100,1100,1,green,81.75,Typica,Washed / Wet
mexico,250,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,green,14,1550,1550,1550,1,green,81.75,Caturra,Washed / Wet
mexico,28,2012,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,others,1,1650,1650,1650,1,bluish-green,81.75,Typica,Washed / Wet
colombia,250,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,green,1,1750,1750,1750,70,green,81.75,Caturra,Washed / Wet
colombia,275,others,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,others,0,1600,1950,1775,70,bluish-green,81.75,,Other
brazil,320,2017,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,green,5,890,890,890,60,green,81.67,Bourbon,Natural / Dry
guatemala,50,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,green,1,1700,1700,1700,69,green,81.67,Bourbon,Washed / Wet
guatemala,80,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,green,3,1219.2,1219.2,1219.2,69,green,81.67,Bourbon,Washed / Wet
honduras,275,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,bluish-green,2,1450,1450,1450,69,bluish-green,81.67,Catuai,Washed / Wet
"tanzania, united republic of",320,2016,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,green,1,1800,1800,1800,60,green,81.67,,Other
nicaragua,275,others,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,green,1,others,others,others,69,green,81.67,,Other
colombia,165,2016,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,others,1,others,others,others,70,bluish-green,81.67,,Other
brazil,320,2015,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,green,0,1,1,1,2,green,81.67,Yellow Bourbon,Natural / Dry
"tanzania, united republic of",20,2014,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,green,0,1200,1800,1500,60,green,81.67,Other,Washed / Wet
"tanzania, united republic of",10,2013,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,green,7,1700,1700,1700,60,green,81.67,Other,Washed / Wet
brazil,300,2014,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,green,2,1260,1260,1260,2,green,81.67,Bourbon,Washed / Wet
indonesia,320,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,bluish-green,0,others,others,others,4,bluish-green,81.67,Sumatra,Semi-washed / Semi-pulped
honduras,275,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,green,5,1400,1400,1400,1,green,81.67,Caturra,Natural / Dry
costa rica,275,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,green,3,1850,1850,1850,69,green,81.67,Caturra,Washed / Wet
mexico,320,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,green,4,others,others,others,5,green,81.67,,Washed / Wet
taiwan,10,2013,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,green,0,150,150,150,30,green,81.67,Typica,Semi-washed / Semi-pulped
taiwan,10,2013,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,green,0,750,750,750,30,green,81.67,Typica,Washed / Wet
mexico,310,2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,green,6,1400,1400,1400,1,green,81.67,Typica,Washed / Wet
guatemala,275,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,green,4,1676.4,1828.8,1752.6,69,green,81.67,Bourbon,Washed / Wet
mexico,100,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,green,13,1650,1650,1650,1,green,81.67,Typica,Washed / Wet
mexico,15,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,green,4,1400,1400,1400,1,green,81.67,Bourbon,Washed / Wet
mexico,275,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,green,2,1200,1200,1200,1,green,81.67,Bourbon,Washed / Wet
mexico,250,2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,green,2,1400,1400,1400,1,green,81.67,Bourbon,Washed / Wet
mexico,12,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,green,4,940,940,940,1,green,81.67,Caturra,Semi-washed / Semi-pulped
united states (hawaii),13,2012,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,green,1,others,others,others,100,green,81.67,Hawaiian Kona,Washed / Wet
honduras,275,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,bluish-green,3,1200,1200,1200,69,bluish-green,81.58,Catimor,Washed / Wet
guatemala,25,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,green,0,190164,190164,190164,69,green,81.58,Bourbon,Washed / Wet
taiwan,20,2016,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,bluish-green,0,800,800,800,50,bluish-green,81.58,Typica,Washed / Wet
costa rica,250,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,green,1,13,13,13,69,green,81.58,Caturra,Washed / Wet
"tanzania, united republic of",100,2014,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,green,5,1800,1800,1800,60,green,81.58,Other,Washed / Wet
malawi,10,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,green,0,1100,1100,1100,60,green,81.58,Gesha,Washed / Wet
taiwan,50,2014,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,others,0,850,850,850,20,bluish-green,81.58,Typica,Semi-washed / Semi-pulped
brazil,300,2013,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,bluish-green,3,1260,1260,1260,60,bluish-green,81.58,Yellow Bourbon,Washed / Wet
guatemala,250,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,green,1,1310.64,1310.64,1310.64,69,green,81.58,Bourbon,Washed / Wet
mexico,310,2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,green,9,1400,1400,1400,1,green,81.58,Typica,Washed / Wet
mexico,28,2012,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,others,0,1600,1600,1600,1,bluish-green,81.58,Marigojipe,Natural / Dry
mexico,28,2012,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,others,2,1650,1650,1650,1,bluish-green,81.58,Typica,Natural / Dry
thailand,12,2011,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,others,0,1499.9208,1499.9208,1499.9208,50,bluish-green,81.58,,Other
thailand,1,2011,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,others,0,others,others,others,60,bluish-green,81.58,,Other
costa rica,1,others,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,others,1,1371.6,1828.8,1600.2,60,bluish-green,81.58,,Other
guatemala,50,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,green,0,1219.2,1219.2,1219.2,69,green,81.5,Bourbon,Washed / Wet
nicaragua,550,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,green,3,1100,1100,1100,69,green,81.5,Caturra,Other
honduras,275,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,green,5,1400,1400,1400,69,green,81.5,Caturra,Washed / Wet
guatemala,50,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,0,0,green,0,others,others,others,69,green,81.5,Bourbon,Other
taiwan,123,2015,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,green,2,160,200,180,2,green,81.5,Typica,Natural / Dry
myanmar,1,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,green,4,1219.2,1219.2,1219.2,1,green,81.5,Catuai,Washed / Wet
costa rica,250,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,green,2,1200,1200,1200,1,green,81.5,Caturra,Washed / Wet
malawi,15,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,green,0,1599,1599,1599,60,green,81.5,Gesha,Washed / Wet
guatemala,250,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,green,0,1219.2,1219.2,1219.2,69,green,81.5,Other,Washed / Wet
taiwan,50,2014,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,0,0,bluish-green,0,900,900,900,20,bluish-green,81.5,Typica,Washed / Wet
brazil,300,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,green,1,1200,1200,1200,60,green,81.5,Yellow Bourbon,Semi-washed / Semi-pulped
haiti,300,2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,bluish-green,0,400,1250,825,4,bluish-green,81.5,Blue Mountain,Washed / Wet
taiwan,5,2013,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,green,0,600,600,600,30,green,81.5,Typica,Other
mexico,250,2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0,green,2,1150,1150,1150,1,green,81.5,Typica,Washed / Wet
mexico,250,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0,green,5,1600,1600,1600,1,green,81.5,Typica,Washed / Wet
mexico,30,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,green,10,1100,1100,1100,1,green,81.5,Catuai,Washed / Wet
mexico,20,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0,green,6,1000,1000,1000,1,green,81.5,Typica,Semi-washed / Semi-pulped
mexico,50,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,green,5,1250,1250,1250,80,green,81.5,Bourbon,Washed / Wet
mexico,15,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,green,3,1100,1100,1100,1,green,81.5,Typica,Natural / Dry
indonesia,10,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0,green,0,1200,1600,1400,60,green,81.5,Other,Washed / Wet
brazil,300,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,bluish-green,2,125,125,125,1,bluish-green,81.5,Bourbon,Semi-washed / Semi-pulped
guatemala,250,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,green,1,others,others,others,1,green,81.5,Bourbon,Washed / Wet
colombia,250,others,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,others,0,1050,1850,1450,70,bluish-green,81.5,,Other
united states (hawaii),16,others,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,0,0,others,17,others,others,others,1,bluish-green,81.5,,Other
mexico,200,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,green,17,1100,1100,1100,69,green,81.42,Mundo Novo,Washed / Wet
guatemala,450,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,green,0,1371.6,1371.6,1371.6,69,green,81.42,Catuai,Washed / Wet
brazil,300,2015,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,green,2,1100,1100,1100,60,green,81.42,Catuai,Natural / Dry
honduras,275,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,green,1,1400,1400,1400,1,green,81.42,Catuai,Washed / Wet
taiwan,10,2014,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,green,0,110,110,110,60,green,81.42,Typica,Washed / Wet
malawi,12,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,bluish-green,0,1422,1422,1422,60,bluish-green,81.42,Gesha,Washed / Wet
brazil,320,2014,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0,green,0,1100,1100,1100,2,green,81.42,Bourbon,Natural / Dry
guatemala,250,2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,green,6,1550,1550,1550,69,green,81.42,Bourbon,Washed / Wet
mexico,280,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,green,1,1550,1550,1550,2,green,81.42,Typica,Washed / Wet
peru,280,2013,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1,1,0,bluish-green,5,others,others,others,5,bluish-green,81.42,,Washed / Wet
guatemala,250,2013,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0,green,4,1310.64,1310.64,1310.64,69,green,81.42,Bourbon,Washed / Wet
mexico,10,2012,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0,others,8,763,763,763,1,bluish-green,81.42,Caturra,Washed / Wet
mexico,20,2012,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0,others,1,1100,1100,1100,1,bluish-green,81.42,Typica,Washed / Wet
colombia,250,2011,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0,green,0,1750,1750,1750,70,green,81.42,Caturra,Natural / Dry
colombia,250,201872010,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16,0,0,others,2,1880,1880,1880,70,bluish-green,81.42,,Other
united states (hawaii),27,others,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42,0.01,0,0,others,10,others,others,others,0,bluish-green,81.42,Peaberry,Other
colombia,230,2016,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,others,0,others,others,others,70,bluish-green,81.33,Caturra,Washed / Wet
honduras,275,2016,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,bluish-green,3,1500,1500,1500,69,bluish-green,81.33,Caturra,Washed / Wet
mexico,220,2016,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12,0,2,green,0,1130,1130,1130,69,green,81.33,,Other
brazil,300,2015,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0,green,14,1100,1100,1100,60,green,81.33,Catuai,Natural / Dry
honduras,275,2015,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,green,4,1350,1350,1350,1,green,81.33,Catuai,Washed / Wet
brazil,300,2014,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33,0.12,0,0,green,6,1200,1200,1200,60,green,81.33,Yellow Bourbon,Other
philippines,2,2014,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14,0,0,green,3,1400,1400,1400,2,green,81.33,Other,Washed / Wet
malawi,31,2014,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,0,0,green,1,1200,1200,1200,60,green,81.33,Gesha,Washed / Wet
honduras,275,2014,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,81.33,0.12,0,0,green,3,1450,1450,1450,1,green,81.33,Catuai,Washed / Wet
mexico,250,2012,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,81.33,0.13,4,0,green,13,1800,1800,1800,1,green,81.33,Typica,Washed / Wet
